expected_duration,cost,room_type
388,7332.08,Χειρουργείο
23,4470.9,Χειρουργείο
706,8922.19,Χειρουργείο
226,1679.49,Χειρουργείο
491,844.16,Χειρουργείο
192,2230.66,Χειρουργείο
795,7968.71,Χειρουργείο
382,968.06,Χειρουργείο
24,330.72,Χειρουργείο
138,2507.3,Χειρουργείο
236,925.37,Χειρουργείο
726,8122.09,Χειρουργείο
399,4007.74,Χειρουργείο
33,3950.12,Χειρουργείο
296,6295.15,Χειρουργείο
511,7326.36,Χειρουργείο
692,301.99,Χειρουργείο
363,8379.69,Χειρουργείο
553,6551.07,Χειρουργείο
424,1517.12,Χειρουργείο
342,8489.29,Χειρουργείο
281,3376.39,Χειρουργείο
563,6296.25,Χειρουργείο
524,1277.07,Χειρουργείο
194,5139.41,Χειρουργείο
603,6282.24,Χειρουργείο
108,3705.42,Χειρουργείο
448,2166.69,Χειρουργείο
887,2931.29,Χειρουργείο
439,4636.8,Χειρουργείο
826,9404.95,Χειρουργείο
443,3345.91,Χειρουργείο
149,5813.88,Χειρουργείο
453,4816.13,Χειρουργείο
182,762.15,Χειρουργείο
582,1087.05,Χειρουργείο
898,1522.61,Χειρουργείο
338,7378.88,Χειρουργείο
502,425.48,Χειρουργείο
154,5104.07,Χειρουργείο
251,6080.1,Χειρουργείο
175,1449.17,Χειρουργείο
252,4086.04,Χειρουργείο
191,9458.5,Χειρουργείο
113,5609.24,Χειρουργείο
570,9579.47,Χειρουργείο
662,5228.77,Χειρουργείο
284,5399.62,Χειρουργείο
562,3357.3,Χειρουργείο
688,5369.77,Χειρουργείο
53,4696.44,Χειρουργείο
771,5620.46,Χειρουργείο
512,5894.01,Χειρουργείο
443,2726.78,Χειρουργείο
778,6582.37,Χειρουργείο
22,3456.66,Χειρουργείο
23,2607.07,Χειρουργείο
341,9881.39,Χειρουργείο
283,8660.1,Χειρουργείο
748,1102.86,Χειρουργείο
515,7909.64,Χειρουργείο
861,1573.04,Χειρουργείο
311,5585.45,Χειρουργείο
627,4828.52,Χειρουργείο
320,4284.07,Χειρουργείο
494,5986.81,Χειρουργείο
568,9465.03,Χειρουργείο
329,3970.6,Χειρουργείο
463,5272.62,Χειρουργείο
470,1798.2,Χειρουργείο
27,1016.56,Χειρουργείο
255,4073.68,Χειρουργείο
322,4361.36,Χειρουργείο
584,4806.68,Χειρουργείο
628,914.31,Χειρουργείο
95,8910.61,Χειρουργείο
325,3760.6,Χειρουργείο
764,3167.09,Χειρουργείο
236,725.81,Χειρουργείο
327,6913.05,Χειρουργείο
767,5659.01,Χειρουργείο
386,7340.28,Χειρουργείο
361,7918.71,Χειρουργείο
689,4963.27,Χειρουργείο
277,5478.1,Χειρουργείο
744,8953.58,Χειρουργείο
558,6441.83,Χειρουργείο
50,2733.84,Χειρουργείο
473,10.9,Χειρουργείο
218,4459.37,Χειρουργείο
871,2058.89,Χειρουργείο
693,692.53,Χειρουργείο
30,3270.93,Χειρουργείο
85,5424.23,Χειρουργείο
590,4177.46,Χειρουργείο
61,8043.91,Χειρουργείο
873,2418.34,Χειρουργείο
815,6151.07,Χειρουργείο
578,2808.03,Χειρουργείο
508,9303.41,Χειρουργείο
274,2795.4,Χειρουργείο
136,4564.6,Χειρουργείο
273,6505.6,Χειρουργείο
560,4645.44,Χειρουργείο
542,1797.02,Χειρουργείο
642,4672.94,Χειρουργείο
106,8218.95,Χειρουργείο
381,4428.85,Χειρουργείο
788,178.82,Χειρουργείο
59,886.41,Χειρουργείο
120,9546.16,Χειρουργείο
815,8187.8,Χειρουργείο
465,141.42,Χειρουργείο
12,8621.28,Χειρουργείο
152,167.87,Χειρουργείο
297,9480.77,Χειρουργείο
535,7626.06,Χειρουργείο
289,3991.86,Χειρουργείο
588,6500.11,Χειρουργείο
894,4107.89,Χειρουργείο
645,253.98,Χειρουργείο
25,445.11,Χειρουργείο
