1007;X623757;ΜΗ ΚΑΤΑΓΕΓΡΑΜΜΕΝΗ ΔΙΑΔΙΚΑΣΙΑ, ΤΡΑΧΗΛΟΥ Ή ΘΩΡΑΚΑ;ΠΡΑΞΕΙΣ ΧΕΙΡΟΥΡΓΙΚΕΣ - ΕΠΕΜΒΑΤΙΚΕΣ - ΕΝΔΟΣΚΟΠΙΚΕΣ;;;;
1008;X623799;ΒΙΟΨΙΑ, ΜΑΛΑΚΟΥ ΙΣΤΟΥ ΡΑΧΙΑΙΑ Ή ΠΛΑΓΙΑ ΕΠΙΦΑΝΕΙΑ ΤΟΥ ΚΟΡΜΟΥ. ΕΠΙΦΑΝΕΙΑΚΗ;ΠΡΑΞΕΙΣ ΧΕΙΡΟΥΡΓΙΚΕΣ - ΕΠΕΜΒΑΤΙΚΕΣ - ΕΝΔΟΣΚΟΠΙΚΕΣ;;;;
1009;X623809;ΒΙΟΨΙΑ, ΜΑΛΑΚΟΥ ΙΣΤΟΥ ΡΑΧΙΑΙΑ Ή ΠΛΑΓΙΑ ΕΠΙΦΑΝΕΙΑ ΤΟΥ ΚΟΡΜΟΥ. ΕΝ ΤΩ ΒΑΘΕΙ;ΠΡΑΞΕΙΣ ΧΕΙΡΟΥΡΓΙΚΕΣ - ΕΠΕΜΒΑΤΙΚΕΣ - ΕΝΔΟΣΚΟΠΙΚΕΣ;;;;
1010;X623819;ΕΚΤΟΜΗ, ΟΓΚΟΣ, ΜΑΛΑΚΟΣ ΙΣΤΟΣ ΡΑΧΙΑΙΑΣ Ή ΠΛΑΓΙΑΣ ΕΠΙΦΑΝΕΙΑΣ ΚΟΡΜΟΥ;ΠΡΑΞΕΙΣ ΧΕΙΡΟΥΡΓΙΚΕΣ - ΕΠΕΜΒΑΤΙΚΕΣ - ΕΝΔΟΣΚΟΠΙΚΕΣ;;;;
1011;X623829;ΡΙΖΙΚΗ ΕΚΤΟΜΗ ΟΓΚΟΥ (Π.Χ. ΚΑΚΟΗΘΟΥΣ ΝΕΟΠΛΑΣΜΑΤΟΣ), ΡΑΧΙΑΙΑΣ Ή ΠΛΑΓΙΑΣ ΕΠΙΦΑΝΕΙΑΣ ΚΟΡΜΟΥ;ΠΡΑΞΕΙΣ ΧΕΙΡΟΥΡΓΙΚΕΣ - ΕΠΕΜΒΑΤΙΚΕΣ - ΕΝΔΟΣΚΟΠΙΚΕΣ;;;;
1012;X623979;ΤΟΜΗ ΚΑΙ ΠΑΡΟΧΕΤΕΥΣΗ, ΑΝΟΙΚΤΗ, ΣΕ ΕΝ ΤΩ ΒΑΘΕΙ ΑΠΟΣΤΗΜΑ (ΚΑΤΩΘΕΝ ΤΗΣ ΠΕΡΙΤΟΝΙΑΣ),  ΣΠΟΝΔΥΛΙΚΗΣ ΣΤΗΛΗΣ. ΑΥΧΕΝΙΚΗ, ΘΩΡΑΚΙΚΗ Ή ΑΥΧΕΝΟΘΩΡΑΚΙΚΗ;ΠΡΑΞΕΙΣ ΧΕΙΡΟΥΡΓΙΚΕΣ - ΕΠΕΜΒΑΤΙΚΕΣ - ΕΝΔΟΣΚΟΠΙΚΕΣ;;;;
1013;X623989;ΤΟΜΗ ΚΑΙ ΠΑΡΟΧΕΤΕΥΣΗ, ΑΝΟΙΚΤΗ, ΣΕ ΕΝ ΤΩ ΒΑΘΕΙ ΑΠΟΣΤΗΜΑ (ΚΑΤΩΘΕΝ ΤΗΣ ΠΕΡΙΤΟΝΙΑΣ),  ΣΠΟΝΔΥΛΙΚΗ ΣΤΗΛΗ. ΟΣΦΥΪΚΗ, ΙΕΡΗ Ή ΟΣΦΥΟΪΕΡΗ;ΠΡΑΞΕΙΣ ΧΕΙΡΟΥΡΓΙΚΕΣ - ΕΠΕΜΒΑΤΙΚΕΣ - ΕΝΔΟΣΚΟΠΙΚΕΣ;;;;
1014;X624159;ΜΕΡΙΚΗ ΕΚΤΟΜΗ ΟΠΙΣΘΙΟΥ ΣΠΟΝΔΥΛΙΚΟΥ ΤΜΗΜΑΤΟΣ (Π.Χ., ΑΚΑΝΘΩΔΗΣ ΑΠΟΦΥΣΗ, ΠΕΤΑΛΟ Η ΑΠΟΦΥΣΙΑΚΕΣ ΑΡΘΡΩΣΕΙΣ) ΓΙΑ ΕΣΩΤΕΡΙΚΗ ΟΣΤΙΚΗ ΒΛΑΒΗ,  ΕΝΑ ΣΠΟΝΔΥΛΙΚΟ ΤΜΗΜΑ. ΑΥΧΕΝΙΚΟ;ΠΡΑΞΕΙΣ ΧΕΙΡΟΥΡΓΙΚΕΣ - ΕΠΕΜΒΑΤΙΚΕΣ - ΕΝΔΟΣΚΟΠΙΚΕΣ;;;;
1015;X624161;ΜΕΡΙΚΗ ΕΚΤΟΜΗ ΟΠΙΣΘΙΟΥ ΣΠΟΝΔΥΛΙΚΟΥ ΤΜΗΜΑΤΟΣ (Π.Χ., ΑΚΑΝΘΩΔΗΣ ΑΠΟΦΥΣΗ, ΠΕΤΑΛΟ Η ΑΠΟΦΥΣΙΑΚΕΣ ΑΡΘΡΩΣΕΙΣ) ΓΙΑ ΕΣΩΤΕΡΙΚΗ ΟΣΤΙΚΗ ΒΛΑΒΗ,  ΕΝΑ ΣΠΟΝΔΥΛΙΚΟ ΤΜΗΜΑ. ΘΩΡΑΚΙΚΟ;ΠΡΑΞΕΙΣ ΧΕΙΡΟΥΡΓΙΚΕΣ - ΕΠΕΜΒΑΤΙΚΕΣ - ΕΝΔΟΣΚΟΠΙΚΕΣ;;;;
1016;X624163;ΜΕΡΙΚΗ ΕΚΤΟΜΗ ΟΠΙΣΘΙΟΥ ΣΠΟΝΔΥΛΙΚΟΥ ΤΜΗΜΑΤΟΣ (Π.Χ., ΑΚΑΝΘΩΔΗΣ ΑΠΟΦΥΣΗ, ΠΕΤΑΛΟ Η ΑΠΟΦΥΣΙΑΚΕΣ ΑΡΘΡΩΣΕΙΣ) ΓΙΑ ΕΣΩΤΕΡΙΚΗ ΟΣΤΙΚΗ ΒΛΑΒΗ,  ΕΝΑ ΣΠΟΝΔΥΛΙΚΟ ΤΜΗΜΑ. ΟΣΦΥΪΚΟ;ΠΡΑΞΕΙΣ ΧΕΙΡΟΥΡΓΙΚΕΣ - ΕΠΕΜΒΑΤΙΚΕΣ - ΕΝΔΟΣΚΟΠΙΚΕΣ;;;;
1017;X624165;ΜΕΡΙΚΗ ΕΚΤΟΜΗ ΟΠΙΣΘΙΟΥ ΣΠΟΝΔΥΛΙΚΟΥ ΤΜΗΜΑΤΟΣ (Π.Χ., ΑΚΑΝΘΩΔΗΣ ΑΠΟΦΥΣΗ, ΠΕΤΑΛΟ Η ΑΠΟΦΥΣΙΑΚΕΣ ΑΡΘΡΩΣΕΙΣ) ΓΙΑ ΕΣΩΤΕΡΙΚΗ ΟΣΤΙΚΗ ΒΛΑΒΗ,  ΕΝΑ ΣΠΟΝΔΥΛΙΚΟ ΤΜΗΜΑ. ΚΑΘΕ ΠΡΟΣΘΕΤΟ ΤΜΗΜΑ (ΑΝΑΓΡΑΦΕΤΑΙ ΞΕΧΩΡΙΣΤΑ ΜΑΖΙ ΜΕ ΤΟΝ ΚΩΔΙΚΟ ΤΗΣ ΠΡΩΤΕΥΟΥΣΑΣ ΔΙΑΔΙΚΑΣΙΑΣ);ΠΡΑΞΕΙΣ ΧΕΙΡΟΥΡΓΙΚΕΣ - ΕΠΕΜΒΑΤΙΚΕΣ - ΕΝΔΟΣΚΟΠΙΚΕΣ;;;;
1018;X624179;ΜΕΡΙΚΗ ΕΚΤΟΜΗ ΣΠΟΝΔΥΛΙΚΟΥ ΣΩΜΑΤΟΣ, ΓΙΑ ΕΣΩΤΕΡΙΚΗ ΟΣΤΙΚΗ ΒΛΑΒΗ, ΧΩΡΙΣ ΑΠΟΣΥΜΠΙΕΣΗ ΤΟΥ ΝΩΤΙΑΙΟΥ ΜΥΕΛΟΥ Ή ΤΩΝ ΝΕΥΡΙΚΩΝ ΡΙΖΩΝ, ΕΝΑ ΣΠΟΝΔΥΛΙΚΟ ΤΜΗΜΑ, ΑΥΧΕΝΙΚΟ;ΠΡΑΞΕΙΣ ΧΕΙΡΟΥΡΓΙΚΕΣ - ΕΠΕΜΒΑΤΙΚΕΣ - ΕΝΔΟΣΚΟΠΙΚΕΣ;;;;
1019;X624183;ΜΕΡΙΚΗ ΕΚΤΟΜΗ ΣΠΟΝΔΥΛΙΚΟΥ ΣΩΜΑΤΟΣ, ΓΙΑ ΕΣΩΤΕΡΙΚΗ ΟΣΤΙΚΗ ΒΛΑΒΗ, ΧΩΡΙΣ ΑΠΟΣΥΜΠΙΕΣΗ ΤΟΥ ΝΩΤΙΑΙΟΥ ΜΥΕΛΟΥ Ή ΤΩΝ ΝΕΥΡΙΚΩΝ ΡΙΖΩΝ, ΕΝΑ ΣΠΟΝΔΥΛΙΚΟ ΤΜΗΜΑ. ΘΩΡΑΚΙΚΟ;ΠΡΑΞΕΙΣ ΧΕΙΡΟΥΡΓΙΚΕΣ - ΕΠΕΜΒΑΤΙΚΕΣ - ΕΝΔΟΣΚΟΠΙΚΕΣ;;;;
1020;X624187;ΜΕΡΙΚΗ ΕΚΤΟΜΗ ΣΠΟΝΔΥΛΙΚΟΥ ΣΩΜΑΤΟΣ, ΓΙΑ ΕΣΩΤΕΡΙΚΗ ΟΣΤΙΚΗ ΒΛΑΒΗ, ΧΩΡΙΣ ΑΠΟΣΥΜΠΙΕΣΗ ΤΟΥ ΝΩΤΙΑΙΟΥ ΜΥΕΛΟΥ Ή ΤΩΝ ΝΕΥΡΙΚΩΝ ΡΙΖΩΝ, ΕΝΑ ΣΠΟΝΔΥΛΙΚΟ ΤΜΗΜΑ. ΟΣΦΥΪΚΟ;ΠΡΑΞΕΙΣ ΧΕΙΡΟΥΡΓΙΚΕΣ - ΕΠΕΜΒΑΤΙΚΕΣ - ΕΝΔΟΣΚΟΠΙΚΕΣ;;;;
1021;X624191;ΜΕΡΙΚΗ ΕΚΤΟΜΗ ΣΠΟΝΔΥΛΙΚΟΥ ΣΩΜΑΤΟΣ, ΓΙΑ ΕΣΩΤΕΡΙΚΗ ΟΣΤΙΚΗ ΒΛΑΒΗ, ΧΩΡΙΣ ΑΠΟΣΥΜΠΙΕΣΗ ΤΟΥ ΝΩΤΙΑΙΟΥ ΜΥΕΛΟΥ Ή ΤΩΝ ΝΕΥΡΙΚΩΝ ΡΙΖΩΝ, ΕΝΑ ΣΠΟΝΔΥΛΙΚΟ ΤΜΗΜΑ. ΚΑΘΕ ΠΡΟΣΘΕΤΟ ΣΠΟΝΔΥΛΙΚΟ ΤΜΗΜΑ (ΑΝΑΓΡΑΦΕΤΑΙ ΞΕΧΩΡΙΣΤΑ ΜΑΖΙ ΜΕ ΤΟΝ ΚΩΔΙΚΟ ΓΙΑ ΤΗΣ ΑΡΧΙΚΗΣ ΔΙΑΔΙΚΑΣΙΑΣ);ΠΡΑΞΕΙΣ ΧΕΙΡΟΥΡΓΙΚΕΣ - ΕΠΕΜΒΑΤΙΚΕΣ - ΕΝΔΟΣΚΟΠΙΚΕΣ;;;;
1022;X624371;ΟΣΤΕΟΤΟΜΙΑ ΣΠΟΝΔΥΛΙΚΗΣ ΣΤΗΛΗΣ, ΟΠΙΣΘΙΑ Ή ΟΠΙΣΘΟΠΛΑΓΙΑ ΠΡΟΣΠΕΛΑΣΗ, ΤΡΕΙΣ ΚΟΛΩΝΕΣ ΕΝΑ ΣΠΟΝΔΥΛΙΚΟ ΤΜΗΜΑ,(ΠΧ ΑΦΑΙΡΕΣΗ ΑΥΧΕΝΑ/ΣΠΟΝΔΥΛΙΚΟΥ ΣΩΜΑΤΟΣ) ΘΩΡΑΚΙΚΟ;ΠΡΑΞΕΙΣ ΧΕΙΡΟΥΡΓΙΚΕΣ - ΕΠΕΜΒΑΤΙΚΕΣ - ΕΝΔΟΣΚΟΠΙΚΕΣ;;;;
1023;X624373;ΟΣΤΕΟΤΟΜΙΑ ΣΠΟΝΔΥΛΙΚΗΣ ΣΤΗΛΗΣ, ΟΠΙΣΘΙΑ Ή ΟΠΙΣΘΟΠΛΑΓΙΑ ΠΡΟΣΠΕΛΑΣΗ, ΤΡΕΙΣ ΚΟΛΩΝΕΣ ΕΝΑ ΣΠΟΝΔΥΛΙΚΟ ΤΜΗΜΑ,(ΠΧ ΑΦΑΙΡΕΣΗ ΑΥΧΕΝΑ/ΣΠΟΝΔΥΛΙΚΟΥ ΣΩΜΑΤΟΣ). ΟΣΦΥΪΚΟ;ΠΡΑΞΕΙΣ ΧΕΙΡΟΥΡΓΙΚΕΣ - ΕΠΕΜΒΑΤΙΚΕΣ - ΕΝΔΟΣΚΟΠΙΚΕΣ;;;;
1024;X624375;ΟΣΤΕΟΤΟΜΙΑ ΣΠΟΝΔΥΛΙΚΗΣ ΣΤΗΛΗΣ, ΟΠΙΣΘΙΑ Ή ΟΠΙΣΘΟΠΛΑΓΙΑ ΠΡΟΣΠΕΛΑΣΗ, ΤΡΕΙΣ ΚΟΛΩΝΕΣ ΕΝΑ ΣΠΟΝΔΥΛΙΚΟ ΤΜΗΜΑ (Π.Χ., ΑΦΑΙΡΕΣΗ  ΑΥΧΕΝΑ/ΣΠΟΝΔΥΛΙΚΟΥ ΣΩΜΑΤΟΣ). ΚΑΘΕ  ΠΡΟΣΘΕΤΟ ΤΜΗΜΑ (ΑΝΑΓΡΑΦΕΤΑΙ ΞΕΧΩΡΙΣΤΑ ΜΑΖΙ ΜΕ ΤΟΝ ΚΩΔΙΚΟ ΤΗΣ ΠΡΩΤΕΥΟΥΣΑΣ ΔΙΑΔΙΚΑΣΙΑΣ);ΠΡΑΞΕΙΣ ΧΕΙΡΟΥΡΓΙΚΕΣ - ΕΠΕΜΒΑΤΙΚΕΣ - ΕΝΔΟΣΚΟΠΙΚΕΣ;;;;
1025;X624379;ΟΣΤΕΟΤΟΜΙΑ ΤΗΣ ΣΠΟΝΔΥΛΙΚΗΣ ΣΤΗΛΗΣ, ΟΠΙΣΘΙΑ Ή ΟΠΙΣΘΟΠΛΑΓΙΑ ΠΡΟΣΠΕΛΑΣΗ, ΕΝΑ ΣΠΟΝΔΥΛΙΚΟ  ΤΜΗΜΑ, ΑΥΧΕΝΙΚΟ;ΠΡΑΞΕΙΣ ΧΕΙΡΟΥΡΓΙΚΕΣ - ΕΠΕΜΒΑΤΙΚΕΣ - ΕΝΔΟΣΚΟΠΙΚΕΣ;;;;
1026;X624383;ΟΣΤΕΟΤΟΜΙΑ ΤΗΣ ΣΠΟΝΔΥΛΙΚΗΣ ΣΤΗΛΗΣ, ΟΠΙΣΘΙΑ Ή ΟΠΙΣΘΟΠΛΑΓΙΑ ΠΡΟΣΠΕΛΑΣΗ, ΕΝΑ ΣΠΟΝΔΥΛΙΚΟ  ΤΜΗΜΑ. ΘΩΡΑΚΙΚΟ;ΠΡΑΞΕΙΣ ΧΕΙΡΟΥΡΓΙΚΕΣ - ΕΠΕΜΒΑΤΙΚΕΣ - ΕΝΔΟΣΚΟΠΙΚΕΣ;;;;
1027;X624387;ΟΣΤΕΟΤΟΜΙΑ ΤΗΣ ΣΠΟΝΔΥΛΙΚΗΣ ΣΤΗΛΗΣ, ΟΠΙΣΘΙΑ Ή ΟΠΙΣΘΟΠΛΑΓΙΑ ΠΡΟΣΠΕΛΑΣΗ, ΕΝΑ ΣΠΟΝΔΥΛΙΚΟ  ΤΜΗΜΑ. ΟΣΦΥΪΚΟ;ΠΡΑΞΕΙΣ ΧΕΙΡΟΥΡΓΙΚΕΣ - ΕΠΕΜΒΑΤΙΚΕΣ - ΕΝΔΟΣΚΟΠΙΚΕΣ;;;;
1028;X624391;ΟΣΤΕΟΤΟΜΙΑ ΤΗΣ ΣΠΟΝΔΥΛΙΚΗΣ ΣΤΗΛΗΣ, ΟΠΙΣΘΙΑ Ή ΟΠΙΣΘΟΠΛΑΓΙΑ ΠΡΟΣΠΕΛΑΣΗ, ΕΝΑ ΣΠΟΝΔΥΛΙΚΟ  ΤΜΗΜΑ. ΚΑΘΕ ΠΡΟΣΘΕΤΟ ΣΠΟΝΔΥΛΙΚΟ ΤΜΗΜΑ (ΑΝΑΓΡΑΦΕΤΑΙ ΞΕΧΩΡΙΣΤΑ ΜΑΖΙ ΜΕ ΤΟΝ ΚΩΔΙΚΟ ΓΙΑ ΤΗΝ ΠΡΩΤΕΥΟΥΣΑ ΔΙΑΔΙΚΑΣΙΑ);ΠΡΑΞΕΙΣ ΧΕΙΡΟΥΡΓΙΚΕΣ - ΕΠΕΜΒΑΤΙΚΕΣ - ΕΝΔΟΣΚΟΠΙΚΕΣ;;;;
1029;X624399;ΟΣΤΕΟΤΟΜΙΑ ΤΗΣ ΣΠΟΝΔΥΛΙΚΗΣ ΣΤΗΛΗΣ, ΣΥΜΠΕΡΙΛΑΜΒΑΝΟΜΕΝΗΣ ΔΙΣΚΕΚΤΟΜΗΣ, ΠΡΟΣΘΙΑ ΠΡΟΣΠΕΛΑΣΗ, ΈΝΑ ΣΠΟΝΔΥΛΙΚΟ ΤΜΗΜΑ. ΑΥΧΕΝΙΚΟ;ΠΡΑΞΕΙΣ ΧΕΙΡΟΥΡΓΙΚΕΣ - ΕΠΕΜΒΑΤΙΚΕΣ - ΕΝΔΟΣΚΟΠΙΚΕΣ;;;;
1030;X624403;ΟΣΤΕΟΤΟΜΙΑ ΤΗΣ ΣΠΟΝΔΥΛΙΚΗΣ ΣΤΗΛΗΣ, ΣΥΜΠΕΡΙΛΑΜΒΑΝΟΜΕΝΗΣ ΔΙΣΚΕΚΤΟΜΗΣ, ΠΡΟΣΘΙΑ ΠΡΟΣΠΕΛΑΣΗ, ΈΝΑ ΣΠΟΝΔΥΛΙΚΟ ΤΜΗΜΑ. ΘΩΡΑΚΙΚΟ;ΠΡΑΞΕΙΣ ΧΕΙΡΟΥΡΓΙΚΕΣ - ΕΠΕΜΒΑΤΙΚΕΣ - ΕΝΔΟΣΚΟΠΙΚΕΣ;;;;
1031;X624407;ΟΣΤΕΟΤΟΜΙΑ ΤΗΣ ΣΠΟΝΔΥΛΙΚΗΣ ΣΤΗΛΗΣ, ΣΥΜΠΕΡΙΛΑΜΒΑΝΟΜΕΝΗΣ ΔΙΣΚΕΚΤΟΜΗΣ, ΠΡΟΣΘΙΑ ΠΡΟΣΠΕΛΑΣΗ, ΈΝΑ ΣΠΟΝΔΥΛΙΚΟ ΤΜΗΜΑ. ΟΣΦΥΪΚΟ;ΠΡΑΞΕΙΣ ΧΕΙΡΟΥΡΓΙΚΕΣ - ΕΠΕΜΒΑΤΙΚΕΣ - ΕΝΔΟΣΚΟΠΙΚΕΣ;;;;
1032;X624411;ΟΣΤΕΟΤΟΜΙΑ ΤΗΣ ΣΠΟΝΔΥΛΙΚΗΣ ΣΤΗΛΗΣ, ΣΥΜΠΕΡΙΛΑΜΒΑΝΟΜΕΝΗΣ ΔΙΣΚΕΚΤΟΜΗΣ, ΠΡΟΣΘΙΑ ΠΡΟΣΠΕΛΑΣΗ, ΈΝΑ ΣΠΟΝΔΥΛΙΚΟ ΤΜΗΜΑ. ΚΑΘΕ ΠΡΟΣΘΕΤΟ ΣΠΟΝΔΥΛΙΚΟ ΤΜΗΜΑ (ΑΝΑΓΡΑΦΕΤΑΙ ΞΕΧΩΡΙΣΤΑ  ΜΑΖΙ ΜΕ ΤΟΝ ΚΩΔΙΚΟ ΓΙΑ ΠΡΩΤΕΥΟΥΣΑ ΔΙΑΔΙΚΑΣΙΑ);ΠΡΑΞΕΙΣ ΧΕΙΡΟΥΡΓΙΚΕΣ - ΕΠΕΜΒΑΤΙΚΕΣ - ΕΝΔΟΣΚΟΠΙΚΕΣ;;;;
1033;X624569;ΚΛΕΙΣΤΗ ΘΕΡΑΠΕΙΑ ΚΑΤΑΓΜΑΤΟΣ/ΩΝ ΣΠΟΝΔΥΛΙΚΩΝ ΑΠΟΦΥΣΕΩΝ;ΠΡΑΞΕΙΣ ΧΕΙΡΟΥΡΓΙΚΕΣ - ΕΠΕΜΒΑΤΙΚΕΣ - ΕΝΔΟΣΚΟΠΙΚΕΣ;;;;
1034;X624579;ΚΛΕΙΣΤΗ ΘΕΡΑΠΕΙΑ ΚΑΤΑΓΜΑΤΟΣ/ΩΝ ΣΠΟΝΔΥΛΙΚΟΥ ΣΩΜΑΤΟΣ, ΧΩΡΙΣ ΧΕΙΡΙΣΜΟ ΑΠΑΙΤΕΙ ΚΑΙ ΠΕΡΙΛΑΜΒΑΝΕΙ ΓΥΨΟ Ή ΚΗΔΕΜΟΝΑ;ΠΡΑΞΕΙΣ ΧΕΙΡΟΥΡΓΙΚΕΣ - ΕΠΕΜΒΑΤΙΚΕΣ - ΕΝΔΟΣΚΟΠΙΚΕΣ;;;;
1035;X624589;ΚΛΕΙΣΤΗ ΘΕΡΑΠΕΙΑ ΣΠΟΝΔΥΛΙΚΟΥ ΚΑΤΑΓΜΑΤΟΣ/ΩΝ ΚΑΙ/Ή ΕΞΑΡΘΡΩΣΗΣ/ΕΩΝ ΑΠΑΙΤΕΙ ΚΑΙ ΠΕΡΙΛΑΜΒΑΝΕΙ ΓΥΨΟ Ή  ΚΗΔΕΜΟΝΑ, ΜΕ Ή ΧΩΡΙΣ ΑΝΑΙΣΘΗΣΙΑ, ΜΕ ΧΕΙΡΙΣΜΟ Ή ΕΛΞΗ;ΠΡΑΞΕΙΣ ΧΕΙΡΟΥΡΓΙΚΕΣ - ΕΠΕΜΒΑΤΙΚΕΣ - ΕΝΔΟΣΚΟΠΙΚΕΣ;;;;
1036;X624595;ΑΝΟΙΚΤΗ ΘΕΡΑΠΕΙΑ ΚΑΙ/Ή ΑΝΑΤΑΞΗ  ΚΑΤΑΓΜΑΤΩΝ ΟΔΟΝΤΟΕΙΔΟΥΣ ΑΠΟΦΥΣΕΩΣ ΚΑΙ Ή ΕΞΑΡΘΡΩΣΕΩΝ (ΣΥΜΠΕΡΙΛΑΜΒΑΝΟΜΕΝΟΥ ΟΔΟΝΤΟΕΙΔΟΥΣ ΟΣΤΟΥ), ΠΡΟΣΘΙΑ ΠΡΟΣΠΕΛΑΣΗ, ΣΥΜΠΕΡΙΛΑΜΒΑΝΟΜΕΝΗΣ ΤΟΠΟΘΕΤΗΣΗΣ ΕΣΩΤΕΡΙΚΗΣ  ΟΣΤΕΟΣΥΝΘΕΣΗΣ. ΧΩΡΙΣ ΤΟΠΟΘΕΤΗΣΗ ΜΟΣΧΕΥΜΑΤΟΣ;ΠΡΑΞΕΙΣ ΧΕΙΡΟΥΡΓΙΚΕΣ - ΕΠΕΜΒΑΤΙΚΕΣ - ΕΝΔΟΣΚΟΠΙΚΕΣ;;;;
1037;X624597;ΑΝΟΙΚΤΗ ΘΕΡΑΠΕΙΑ ΚΑΙ/Ή ΑΝΑΤΑΞΗ  ΚΑΤΑΓΜΑΤΩΝ ΟΔΟΝΤΟΕΙΔΟΥΣ ΑΠΟΦΥΣΕΩΣ ΚΑΙ Ή ΕΞΑΡΘΡΩΣΕΩΝ (ΣΥΜΠΕΡΙΛΑΜΒΑΝΟΜΕΝΟΥ ΟΔΟΝΤΟΕΙΔΟΥΣ ΟΣΤΟΥ), ΠΡΟΣΘΙΑ ΠΡΟΣΠΕΛΑΣΗ, ΣΥΜΠΕΡΙΛΑΜΒΑΝΟΜΕΝΗΣ ΤΟΠΟΘΕΤΗΣΗΣ ΕΣΩΤΕΡΙΚΗΣ  ΟΣΤΕΟΣΥΝΘΕΣΗΣ. ΜΕ ΤΟΠΟΘΕΤΗΣΗ ΜΟΣΧΕΥΜΑΤΟΣ;ΠΡΑΞΕΙΣ ΧΕΙΡΟΥΡΓΙΚΕΣ - ΕΠΕΜΒΑΤΙΚΕΣ - ΕΝΔΟΣΚΟΠΙΚΕΣ;;;;
1038;X624609;ΑΝΟΙΚΤΗ ΘΕΡΑΠΕΙΑ ΚΑΙ/Ή ΑΝΑΤΑΞΗ ΣΠΟΝΔΥΛΙΚΩΝ ΚΑΤΑΓΜΑΤΩΝ ΚΑΙ Ή ΕΞΑΡΘΡΩΣΕΩΝ, ΟΠΙΣΘΙΑ ΠΡΟΣΠΕΛΑΣΗ, ΕΝΑΣ ΚΑΤΕΑΓΟΣ ΣΠΟΝΔΥΛΟΣ   Ή ΕΞΑΡΘΡΩΜΕΝΟ ΤΜΗΜΑ. ΟΣΦΥΪΚΟ;ΠΡΑΞΕΙΣ ΧΕΙΡΟΥΡΓΙΚΕΣ - ΕΠΕΜΒΑΤΙΚΕΣ - ΕΝΔΟΣΚΟΠΙΚΕΣ;;;;
1039;X624611;ΑΝΟΙΚΤΗ ΘΕΡΑΠΕΙΑ ΚΑΙ/Ή  ΑΝΑΤΑΞΗ ΣΠΟΝΔΥΛΙΚΩΝ ΚΑΤΑΓΜΑΤΩΝ ΚΑΙ Ή ΕΞΑΡΘΡΩΣΕΩΝ, ΟΠΙΣΘΙΑ ΠΡΟΣΠΕΛΑΣΗ, ΕΝΑΣ ΚΑΤΕΑΓΟΣ ΣΠΟΝΔΥΛΟΣ   Ή ΕΞΑΡΘΡΩΜΕΝΟ ΤΜΗΜΑ. ΑΥΧΕΝΙΚΟ;ΠΡΑΞΕΙΣ ΧΕΙΡΟΥΡΓΙΚΕΣ - ΕΠΕΜΒΑΤΙΚΕΣ - ΕΝΔΟΣΚΟΠΙΚΕΣ;;;;
1040;X624613;ΑΝΟΙΚΤΗ ΘΕΡΑΠΕΙΑ ΚΑΙ/Ή  ΑΝΑΤΑΞΗ ΣΠΟΝΔΥΛΙΚΩΝ ΚΑΤΑΓΜΑΤΩΝ ΚΑΙ Ή ΕΞΑΡΘΡΩΣΕΩΝ, ΟΠΙΣΘΙΑ ΠΡΟΣΠΕΛΑΣΗ, ΕΝΑΣ ΚΑΤΕΑΓΟΣ ΣΠΟΝΔΥΛΟΣ   Ή ΕΞΑΡΘΡΩΜΕΝΟ ΤΜΗΜΑ. ΘΩΡΑΚΙΚΟ;ΠΡΑΞΕΙΣ ΧΕΙΡΟΥΡΓΙΚΕΣ - ΕΠΕΜΒΑΤΙΚΕΣ - ΕΝΔΟΣΚΟΠΙΚΕΣ;;;;
1041;X624615;ΑΝΟΙΚΤΗ ΘΕΡΑΠΕΙΑ ΚΑΙ/Ή ΑΝΑΤΑΞΗ ΣΠΟΝΔΥΛΙΚΩΝ ΚΑΤΑΓΜΑΤΩΝ ΚΑΙ Ή ΕΞΑΡΘΡΩΣΕΩΝ, ΟΠΙΣΘΙΑ ΠΡΟΣΠΕΛΑΣΗ, ΕΝΑΣ ΚΑΤΕΑΓΟΣ ΣΠΟΝΔΥΛΟΣ   Ή ΕΞΑΡΘΡΩΜΕΝΟ ΤΜΗΜΑ. ΚΑΘΕ ΕΠΙΠΛΕΟΝ ΣΠΟΝΔΥΛΟΣ ΠΟΥ ΠΑΡΟΥΣΙΑΖΕΙ ΚΑΤΑΓΜΑ Ή ΕΞΑΡΘΩΜΕΝΟ ΤΜΗΜΑ (ΚΑΤΑΧΩΡΙΣΤΕ ΞΕΧΩΡΙΣΤΑ ΕΠΙΠΛΕΟΝ ΤΟΥ ΚΩΔΙΚΟΥ ΤΗΣ ΑΡΧΙΚΗΣ ΔΙΑΔΙΚΑΣΙΑΣ);ΠΡΑΞΕΙΣ ΧΕΙΡΟΥΡΓΙΚΕΣ - ΕΠΕΜΒΑΤΙΚΕΣ - ΕΝΔΟΣΚΟΠΙΚΕΣ;;;;
