expected_duration,cost,room_type
112,6621.35,Χειρουργείο
599,9262.46,Χειρουργείο
822,7100.29,Χειρουργείο
544,2836.86,Χειρουργείο
652,5817.52,Χειρουργείο
94,188.03,Χειρουργείο
635,7179.29,Χειρουργείο
478,9833.98,Χειρουργείο
515,1258.73,Χειρουργείο
415,614.92,Χειρουργείο
404,436.94,Χειρουργείο
356,7526.14,Χειρουργείο
262,9661.72,Χειρουργείο
122,5440.14,Χειρουργείο
543,9008.43,Χειρουργείο
331,6718.89,Χειρουργείο
664,8424.92,Χειρουργείο
882,9607.84,Χειρουργείο
401,1287.45,Χειρουργείο
475,7733.63,Χειρουργείο
347,9521.54,Χειρουργείο
120,302.29,Χειρουργείο
676,6260.93,Χειρουργείο
34,5763.63,Χειρουργείο
513,6654.99,Χειρουργείο
68,9465.86,Χειρουργείο
753,7510.27,Χειρουργείο
511,5559.8,Χειρουργείο
209,6512.24,Χειρουργείο
386,4589.91,Χειρουργείο
457,5758.72,Χειρουργείο
96,1774.94,Χειρουργείο
73,9466.91,Χειρουργείο
56,9731.33,Χειρουργείο
453,514.62,Χειρουργείο
522,8603.35,Χειρουργείο
192,6041.92,Χειρουργείο
538,900.39,Χειρουργείο
579,8685.46,Χειρουργείο
234,5437.77,Χειρουργείο
732,1185.55,Χειρουργείο
586,2300.55,Χειρουργείο
764,7531.16,Χειρουργείο
577,211.19,Χειρουργείο
25,6214.53,Χειρουργείο
575,5360.16,Χειρουργείο
844,1463.88,Χειρουργείο
685,4970.07,Χειρουργείο
331,3316.12,Χειρουργείο
143,6764.21,Χειρουργείο
838,7647.2,Χειρουργείο
841,828.13,Χειρουργείο
296,9773.02,Χειρουργείο
365,8760.69,Χειρουργείο
426,8864.34,Χειρουργείο
624,5592.92,Χειρουργείο
750,2835.29,Χειρουργείο
509,3576.63,Χειρουργείο
694,4377.2,Χειρουργείο
202,3040.72,Χειρουργείο
129,2161.15,Χειρουργείο
166,1813.25,Χειρουργείο
91,8468.46,Χειρουργείο
801,1327.37,Χειρουργείο
254,7880.62,Χειρουργείο
305,7777.2,Χειρουργείο
357,7077.26,Χειρουργείο
219,2858.96,Χειρουργείο
851,4216.09,Χειρουργείο
445,8914.23,Χειρουργείο
259,1164.8,Χειρουργείο
531,9575.22,Χειρουργείο
475,9591.15,Χειρουργείο
159,1599.41,Χειρουργείο
800,1473.22,Χειρουργείο
766,4975.87,Χειρουργείο
506,5185.9,Χειρουργείο
822,3553.29,Χειρουργείο
86,9166.75,Χειρουργείο
212,2299.24,Χειρουργείο
827,2620.33,Χειρουργείο
327,6577.96,Χειρουργείο
431,9772.69,Χειρουργείο
183,1146.74,Χειρουργείο
501,9882.46,Χειρουργείο
216,6115.62,Χειρουργείο
515,2979.3,Χειρουργείο
515,3291.63,Χειρουργείο
430,234.13,Χειρουργείο
409,4055.12,Χειρουργείο
801,5405.54,Χειρουργείο
466,5917.61,Χειρουργείο
589,3596.09,Χειρουργείο
664,8703.74,Χειρουργείο
742,8428.96,Χειρουργείο
734,6033.02,Χειρουργείο
536,2981.95,Χειρουργείο
63,9095.2,Χειρουργείο
181,2206.45,Χειρουργείο
733,3194.52,Χειρουργείο
242,9346.6,Χειρουργείο
885,9064.27,Χειρουργείο
769,2790.5,Χειρουργείο
549,9426.98,Χειρουργείο
856,96.99,Χειρουργείο
428,8689.03,Χειρουργείο
834,3932.8,Χειρουργείο
560,8299.38,Χειρουργείο
259,7720.16,Χειρουργείο
18,6029.46,Χειρουργείο
645,8502.4,Χειρουργείο
448,7096.67,Χειρουργείο
301,383.82,Χειρουργείο
284,9212.93,Χειρουργείο
829,3982.55,Χειρουργείο
796,7945.75,Χειρουργείο
502,9234.93,Χειρουργείο
611,7595.96,Χειρουργείο
650,8581.08,Χειρουργείο
481,2523.1,Χειρουργείο
552,3345.14,Χειρουργείο
362,651.69,Χειρουργείο
